word,f_ev,f_mv,s_prop
ploegpaard,1,3,0
ploegschaar,0,3,0
ploert,55,7,0
plombière,0,1,1
plons,18,1,0
plooi,18,34,0
plooiing,0,1,0
plooikies,0,1,0
ploot,0,1,0
plop,8,1,0
plug,37,4,0
pluimpje,2,4,1
pluimstrijker,3,1,1
pluis,0,2,0
pluk,31,13,0
plukker,2,8,1
plunderaar,14,46,1
plundering,20,27,0
plunjezak,15,4,0
plurk,2,13,0
plus,3,5,0
pluspunt,27,15,0
plusser,0,2,1
po,22,2,1
pocher,1,1,1
pocket,15,1,1
poedel,81,25,1
poeder,259,14,1
poef,42,1,0
poeier,5,1,1
poel,78,16,0
poema,43,23,1
poep,205,11,0
poepdoos,3,2,0
poes,288,11,0
poesje,491,161,1
poetsdoek,3,3,0
poetser,3,1,1
pofbroek,3,1,0
poffertje,2,1,1
pofmouw,0,3,0
poging,986,193,0
pogrom,1,2,1
point,9,1,1
pointer,1,2,1
polak,11,2,0
polarisraket,0,2,0
polaroid,16,16,1
polder,1,1,1
poliep,3,3,0
poliopatient,0,1,0
poliopatiënt,0,1,0
polis,94,20,0
polishouder,2,2,1
politicus,235,344,0
politieacademie,20,2,1
politieagent,563,148,0
politieauto,90,19,1
politiebericht,5,2,0
politiebureau,405,13,1
politiecommissaris,36,2,0
politiedienst,5,5,0
politiehond,23,5,0
politiekordon,1,1,1
politiepenning,19,1,0
politiepost,3,1,0
politierapport,46,8,0
politieserie,5,9,1
politiestaat,15,2,0
politievoorschrift,1,1,0
politiezaak,16,27,0
poll,0,10,1
pollepel,0,2,1
polo,40,1,1
polonaise,13,1,1
pols,577,204,0
polsband,4,2,0
polsbeschermer,2,1,1
polshorloge,22,1,1
polsslag,95,2,0
polymeer,12,4,0
polymorfie,0,2,0
pomp,249,49,0
pomphouder,1,1,1
pompoen,109,55,0
pompon,2,7,1
pompstation,58,2,1
pon,3,1,0
poncho,18,3,1
pond,1589,45,0
ponder,0,2,1
ponskaart,1,2,0
pont,28,1,0
ponton,23,4,1
pontonbrug,0,1,0
pony,167,67,1
pooier,387,70,1
pook,56,6,0
poolgebied,10,8,0
poolkap,5,3,0
poolnacht,2,1,0
poolreiziger,0,1,1
poolstreek,0,1,0
poolwind,1,3,0
poolzee,1,3,0
poon,2,1,0
poort,992,253,0
poortdeur,0,1,0
poortwachter,10,3,1
poot,287,509,0
pootje,34,137,1
pootaardappel,0,1,0
poppetje,64,34,1
popartiest,2,1,0
popfestival,0,1,1
poppenhuis,35,4,0
poppenkast,66,1,0
popster,54,12,0
populatie,47,5,1
porie,11,40,0
porno,502,1,1
pornoblad,4,5,0
pornoboekje,1,4,1
pornofilm,74,60,1
pornofoto,0,2,1
pornograaf,8,2,0
porselein,73,3,0
port,67,1,1
portaal,47,8,0
portefeuille,394,17,1
portemonnee,548,21,1
portie,202,74,1
portiek,16,3,0
porto,11,4,1
portofoon,20,2,1
portret,235,52,0
portretfoto,5,8,1
portretstudie,0,1,1
pose,48,10,1
poseur,3,2,1
positie,2488,269,1
positron,0,1,0
possessie,1,1,1
postbeambte,4,1,0
postbode,274,21,1
postbus,66,13,0
postcode,33,5,1
postduif,31,7,0
poster,162,160,1
postkaart,14,7,0
postkamer,48,1,1
postkantoor,224,8,0
postkoets,81,7,0
postorderbedrijf,12,1,0
poststempel,8,2,1
posttarief,0,1,0
postulaat,0,1,0
postulant,3,2,0
postzak,7,10,0
postzegel,73,79,1
postzegelverzamelaar,1,3,1
pot,1336,168,0
potje,419,48,1
potenrammer,1,2,1
potentaat,6,1,0
potentiaal,1,1,0
potentie,80,3,1
potentieel,134,1,0
potentiometer,1,1,1
potlood,238,80,0
potloodslijper,1,1,1
potloodtekening,0,1,0
potloodventer,13,3,1
potpourri,10,1,1
potscherf,0,3,0
pottekijker,0,1,1
pottenbakker,15,3,1
potvis,9,2,0
poule,6,4,1
poëet,22,3,0
praalwagen,9,1,1
praatje,250,340,1
praatgroep,41,7,0
praatjesmaker,22,4,1
praatprogramma,15,6,1
praatshow,6,3,1
prachtbeest,8,1,0
prachtexemplaar,10,2,0
prachtkerel,6,1,1
prachtmeid,26,2,0
prachtstuk,9,1,0
prachtvrouw,28,3,0
prairie,52,10,1
prairiehond,7,5,0
prairiewolf,13,5,0
prak,64,1,0
praktijk,340,90,0
pram,0,15,0
prang,0,2,0
prater,95,3,1
prauw,8,1,0
precedent,59,16,0
precisie-instrument,3,2,0
precursor,0,1,0
predikant,269,28,0
prediker,48,3,1
preek,295,95,0
prelaat,1,2,0
premie,117,39,1
premiejager,108,58,1
premier,507,7,1
première,173,11,1
prent,22,8,0
prentenboek,2,2,0
preparaat,5,8,0
presbyteriaan,1,3,0
presentatie,257,8,1
presentator,72,7,0
presentielijst,6,1,0
preservatief,0,1,0
president,5609,93,0
presidentskandidaat,42,3,0
presidentsvrouw,12,2,0
presse-papier,19,2,1
prestatie,234,149,1
pretbederver,4,2,1
pretentie,10,9,1
pretje,88,3,1
pretoriaan,1,46,0
pretpark,99,11,0
priemgetal,26,18,0
priester,1374,311,1
priesteres,30,15,0
prijs,3694,547,0
prijsafspraak,1,3,0
prijskaartje,69,7,1
prijslijst,0,1,0
prijsopgave,4,1,0
prijsstijging,2,1,0
prijsuitreiking,23,6,0
prijsvechter,7,1,1
prijsverhoging,4,1,0
prijsverschil,2,1,0
prijsvraag,22,1,0
prijswinnaar,4,5,1
prikbord,27,2,0
prikje,30,3,1
prikkel,24,23,1
prikkeling,10,2,0
prikstok,2,1,0
primaat,13,31,0
primeur,112,4,1
primo,0,1,1
principe,318,357,1
prins,1972,100,0
prinses,1835,75,0
print,7,4,1
printer,39,4,1
prior,7,1,1
prioriteit,332,168,0
prisma,9,6,1
prive-les,0,1,0
privilege,67,96,1
privilegie,0,1,1
privilége,0,1,1
privé-les,11,9,0
privé-leven,149,3,1
privégesprek,7,3,0
privékliniek,3,1,0
privékwestie,2,1,1
privézaak,1,7,0
pro,2,5,1
pro-deozaak,0,1,0
probeersel,3,3,1
probleem,14946,10151,0
probleemdrinker,1,1,1
probleemgebied,2,2,0
probleemgeval,11,9,0
probleemkind,10,6,0
probleemoplosser,4,1,1
procedure,513,122,1
procedurefout,10,4,0
procedureregel,0,2,1
procedurevoorschrift,0,1,0
procent,1947,4,0
proces,1621,80,0
processie,17,4,1
processor,24,8,1
processtuk,0,1,0
procureur,86,1,1
procédé,6,3,1
producent,176,41,0
producer,288,49,1
produkt,0,13,0
proef,679,1,0
proefje,10,3,1
proefdier,20,26,0
proefdruk,8,6,0
proefkonijn,96,41,0
proefmonster,11,9,1
proefneming,0,1,0
proefpersoon,39,40,0
proefrit,17,2,0
proefschrift,70,3,0
proefvlucht,9,1,0
proefwerk,76,22,0
proeve,4,110,0
prof,150,99,1
profeet,331,144,0
professional,60,135,1
profetie,215,38,0
profiel,372,33,0
profielschets,5,2,0
profiteur,18,19,1
profteam,1,2,1
prognose,68,7,1
program,3,1,1
programma,1660,220,1
programmaboekje,3,2,1
programmapunt,0,1,0
programmering,36,1,0
programmeur,39,27,1
projectie,48,7,1
projectiel,46,29,0
projectmanager,3,1,1
projectontwikkelaar,28,16,1
projector,59,2,0
proleet,16,3,0
proletariër,2,3,1
promenade,41,1,1
promo,6,2,1
promotie,664,16,1
promotiekans,0,1,0
promovendus,4,3,0
pronkstuk,17,1,0
prooi,342,20,0
prooidier,1,1,0
proost,872,24,0
propagandafilm,1,3,1
propagandist,2,1,0
propeller,39,21,1
propellervliegtuig,0,2,0
propje,21,2,1
proportie,20,32,1
prostituee,244,101,1
prostitueé,0,1,1
prostitué,30,2,1
protegee,1,1,1
protest,449,45,0
protestactie,7,1,1
protestant,4,42,0
protestbeweging,1,2,0
protestbrief,2,1,0
protesteerder,0,4,1
protestmars,13,4,0
prothese,24,4,0
prothesis,0,10,0
protoplasma,9,1,1
protozo,1,1,0
protozoön,0,1,0
protégé,61,4,1
proviandwagen,0,2,1
provinciestad,0,1,0
provisie,48,6,1
provisiekamer,2,3,1
provo,0,2,1
provocateur,3,2,1
provocatie,44,14,1
pruik,285,60,0
pruikenmaker,2,1,1
pruillip,5,3,0
pruim,49,74,0
prul,45,19,0
prullenbak,61,1,0
prullenmand,13,2,0
pruts,1,6,0
prutser,60,19,1
psalmboek,2,1,0
pseudoniem,32,4,0
psychiater,861,80,1
psychoanalyse,20,1,1
psychoanalyticus,6,1,0
psychologe,28,1,1
psycholoog,228,43,0
psychoot,14,16,0
psychopaat,364,85,0
psychotherapeut,16,1,0
pub,92,16,1
puber,75,34,1
pubermeisje,1,1,1
publiciteitsfoto,0,3,1
publiek,1806,2,0
publiekstrekker,14,2,1
puck,99,6,1
pudding,215,2,0
puddingbroodje,1,1,1
pui,3,1,0
puinhoop,514,17,0
puinruimer,0,1,1
puist,42,27,0
pukkel,17,16,1
pul,18,1,0
puls,31,14,0
pulsar,0,3,1
pummel,52,26,1
pump,2,20,1
pumpschoen,0,1,0
punaise,8,3,1
punch,1,1,1
punctie,6,1,1
punk,27,7,1
punker,19,9,1
punkie,0,2,1
punt,3175,1298,0
punthoed,4,1,0
punthoofd,8,2,0
puntkomma,4,1,1
puntmuts,11,2,0
puntschoen,0,4,0
pup,78,20,1
pupil,66,103,0
puppy,222,224,1
puritein,8,11,0
put,440,26,0
putje,15,7,1
putdeksel,9,3,1
puttee,0,2,1
puzzel,226,44,1
pygmee,11,30,0
pyjama,257,48,1
pylon,10,4,0
pyromaan,39,5,0
python,34,14,1
q,83,1,1
quadrille,3,3,1
quaker,19,7,1
quarantaine,272,1,1
quark,40,14,1
quasar,3,2,1
queeste,26,2,0
quiz,103,2,0
quota,2,4,1
quotum,13,15,0
ra,23,20,1
raad,2221,43,0
raadgever,54,12,1
raadgeving,2,4,0
raadkamer,7,1,1
raadsbesluit,0,1,0
raadsheer,20,7,0
raadslid,125,28,0
raadsman,216,7,0
raaf,48,25,0
raakvlak,0,1,0
raam,3092,870,0
raamgordijn,0,1,0
raamkozijn,5,2,0
raamstijl,0,1,0
raap,306,25,0
rabauw,0,1,0
rabbi,103,7,1
rabbijn,145,17,0
race,1096,118,1
raceauto,21,7,1
racebaan,32,1,0
racepaard,16,2,0
racer,25,23,1
racewagen,3,10,1
rachel,1,8,1
racist,134,35,0
racket,40,3,1
rad,92,11,0
radar,386,11,1
radarinstallatie,1,1,1
radarscherm,2,1,0
radarstation,9,3,1
raddraaier,5,3,1
radiaalband,1,4,0
radiateur,24,1,1
radicaal,0,27,0
radijs,16,4,0
radio,2365,114,1
radioamateur,2,1,1
radioantenne,2,1,1
radiobericht,12,6,0
radiocontact,101,2,0
radiofrequentie,17,8,1
radiogesprek,2,3,0
radiogolf,2,14,0
radiografie,3,3,0
radioloog,14,1,0
radioluisteraar,0,1,1
radioprogramma,19,3,1
radiosignaal,18,10,0
radiostation,50,10,1
radiotelegrafist,0,2,0
radiotelescoop,1,4,0
radiotoestel,0,1,0
radioverbinding,3,1,0
radiozender,29,14,1
radja,17,1,1
radslag,19,8,0
rafel,0,3,1
raffinaderij,42,12,0
raffinadeur,0,1,1
rafter,0,2,1
rage,51,3,1
raid,7,2,1
raider,15,12,1
rail,15,168,1
raket,643,540,0
raketbom,0,3,0
raketgeleerde,5,1,0
raketinstallatie,0,2,1
raketmotor,5,3,0
raketschip,7,2,0
raketvliegtuig,0,1,0
rakker,56,21,1
rally,38,3,1
raming,6,8,0
rammelaar,5,2,1
rammelkast,12,1,0
rammenas,2,2,0
ramp,1129,102,0
rampenfilm,2,1,1
ranch,426,15,1
rancher,14,11,1
rancune,40,5,1
rand,825,56,0
randje,144,13,1
randfiguur,1,2,0
randgebied,3,2,0
randgroep,0,1,0
randgroepjongere,3,1,0
randverschijnsel,0,2,0
randvoorwaarde,0,2,0
rang,400,54,0
rangeerterrein,6,1,0
ranonkel,1,2,1
ransel,16,1,1
rantsoen,80,50,0
rantsoenbon,0,5,0
rantsoenering,11,1,0
rap,1,6,1
rapier,3,1,0
rapport,1579,355,0
rapportage,22,4,1
rapportcijfer,2,3,1
rariteit,12,11,0
ras,719,130,0
rasgenoot,1,2,0
rashond,7,1,0
raspaard,4,4,0
raspaardje,3,2,1
raster,38,1,1
rat,875,763,0
ratel,7,1,1
ratelslang,66,49,0
rationalisatie,0,2,1
rationalist,2,2,0
rattenvanger,24,1,1
rattenverdelger,0,1,1
ratteval,0,1,0
ravage,43,1,1
ravijn,178,18,0
ravioli,29,1,1
razzia,10,5,1
reaal,0,5,0
reactie,1046,204,1
reageerbuis,16,3,0
reageerbuisbaby,2,3,1
reagens,2,1,0
realist,33,5,0
realiteit,804,25,0
rebel,167,476,0
rebellie,46,1,0
rebound,20,4,1
receiver,9,4,1
recensent,15,10,0
recensie,63,52,1
recensie-exemplaar,0,1,0
recept,548,154,0
receptie,400,11,1
receptionist,62,4,0
receptioniste,75,1,1
recette,10,3,1
rechercheur,1745,216,1
recht,4756,1223,0
rechtbank,1115,38,0
rechtenfaculteit,11,1,0
rechtenstudent,15,4,0
rechtenstudie,37,2,1
rechter,2619,229,1
rechterhand,450,1,0
rechthoek,13,3,0
rechts,3,6,0
rechtsgebied,40,1,0
rechtsgeding,5,1,0
rechtsgeleerde,0,2,0
rechtsregel,0,2,1
rechtsterm,1,1,0
rechtszaak,513,78,0
rechtszaal,479,3,0
rechtszitting,14,4,0
recidivist,10,7,0
recital,28,2,1
recitatief,0,1,0
reclame,563,46,1
reclame-inkomst,0,2,0
reclameboodschap,10,8,0
reclamebord,37,9,0
reclamebudget,3,1,0
reclamebureau,36,1,1
reclamecampagne,18,3,1
reclamefolder,0,3,1
reclamefoto,0,2,1
reclamejongen,1,3,1
reclamemogelijkheid,0,1,0
reclamespot,37,10,1
reclasseringsambtenaar,64,1,0
recommandatie,0,1,1
reconstructie,55,1,1
record,425,61,1
recordcijfer,0,1,1
recorder,104,17,1
recordhouder,7,1,1
recordpoging,2,2,0
recreatiecentrum,4,1,0
recreatiemogelijkheid,0,1,0
recreatieruimte,10,1,1
rectificatie,5,1,1
redactrice,23,1,1
redder,188,31,1
redding,446,6,0
reddingboot,0,1,0
reddingsactie,37,6,1
reddingsboot,58,40,0
reddingsbrigade,7,1,1
reddingsdienst,0,1,0
reddingsmiddel,1,1,0
reddingsoperatie,45,4,1
reddingspost,1,3,0
reddingssloep,13,4,0
reddingsstation,0,1,1
reddingsvest,48,17,0
reddingsvlot,7,1,0
redenaar,13,1,1
redenering,34,4,0
reder,24,13,1
rederij,9,2,0
redevoering,4,1,0
reeks,291,23,0
reep,115,71,0
reet,2314,21,0
referendum,10,1,1
referentie,82,150,1
referentiekader,4,1,1
referentiepunt,4,1,0
reflectie,69,8,1
reflector,7,6,0
reflex,57,108,0
reflexbeweging,1,1,0
reformist,1,3,0
refrein,50,1,0
regeerder,1,1,1
regelaar,27,13,1
regeling,218,39,0
regelstaaf,0,3,0
regen,1157,17,1
regenboog,196,32,0
regenboogforel,1,2,0
regendruppel,9,23,1
regenjas,101,10,0
regenseizoen,26,3,0
regentes,1,1,0
regenvlaag,2,1,0
regenwolk,1,5,0
regenworm,1,1,0
regenwoud,75,14,0
regering,2474,117,0
regeringsambtenaar,4,2,0
regeringsfunctionaris,2,5,0
regeringsgebouw,19,1,0
regeringsinstantie,2,1,1
regeringsleider,5,3,1
regeringsmaatregel,0,1,0
regeringsprogramma,2,1,1
regeringssoldaat,1,3,0
regeringssysteem,1,1,0
regeringsvertegenwoordiger,2,1,1
regeringszaak,0,7,0
regieassistent,3,1,0
regime,118,9,1
regiment,237,23,0
regio,203,16,1
register,75,19,1
registratie,101,4,1
reglement,55,35,0
regulier,1,3,0
reiger,8,1,1
reinigingsmiddel,3,3,0
reis,3667,269,0
reisagent,12,2,0
reisavontuur,0,1,0
reischeque,0,18,1
reisduif,0,1,0
reisgenote,1,14,0
reisgids,26,14,0
reisleider,9,1,1
reisorder,0,2,1
reispas,10,2,0
reisplan,6,19,0
reistas,15,2,0
reistijd,14,2,0
reisverhaal,0,1,0
reisverslag,10,1,0
reiziger,101,113,1
rek,104,51,0
rekel,7,2,1
rekenaar,0,1,1
rekenfout,5,1,0
rekening,2461,739,0
rekeninghouder,6,4,1
rekenmachine,24,7,1
rekensom,8,4,0
rekentafel,0,1,1
rekruut,88,108,0
rekwisiet,20,45,0
rekwisitie,3,2,1
relletje,10,7,1
relatie,3322,644,1
relatieprobleem,1,15,0
release,5,2,1
reliek,2,10,0
religieuze,0,8,0
relikwie,59,36,0
reliëf,7,2,1
relschopper,10,23,1
rem,160,131,0
remake,21,1,1
remblok,1,1,0
remedie,169,11,1
remkabel,2,5,1
remklep,0,3,0
remlicht,8,6,0
remmer,23,9,1
remming,6,21,0
rempedaal,2,2,0
remraket,1,5,0
remschijf,2,4,0
remschoen,0,3,0
remspoor,5,30,0
ren,32,4,0
renbaan,132,4,0
rendier,63,80,0
renner,72,45,1
renovatie,40,12,1
renpaard,37,16,0
rente,292,2,1
rentebetaling,0,1,0
rentepercentage,1,2,1
rentestand,2,1,0
reorganisatie,22,1,1
reparateur,20,6,1
reparatie,106,75,1
repercussie,0,10,1
repeteergeweer,5,6,0
repetitie,344,84,1
replica,51,13,1
repliek,23,1,0
report,1,1,0
reportage,121,22,1
reporter,147,54,1
represaille,2,21,1
representatie,5,1,1
reprise,2,4,1
reproduktie,0,1,1
republiek,335,5,0
republikein,52,63,0
reputatie,1063,21,1
reservaat,168,14,0
reservatie,3,3,1
reserve,241,73,1
reserveband,44,2,0
reserveofficier,2,1,0
reserveonderdeel,1,23,0
reservetank,3,1,1
reservist,7,25,0
reservoir,93,24,1
residentie,34,2,1
resolutie,44,3,1
resonantie,13,1,1
respirator,6,1,1
rest,7598,237,0
restje,37,112,1
restant,31,45,0
restaurantrekening,0,1,0
restaurateur,9,3,1
restauratie,38,6,1
restauratiewagen,0,1,1
restrictie,6,12,1
resultaat,804,667,0
resumé,7,5,1
retouche,0,1,1
retourtje,19,3,1
retractor,5,1,0
reu,6,3,0
reuk,41,2,0
reunie,13,1,1
reus,325,137,0
reuzenrad,64,1,0
reuzenslang,5,1,0
reuzenstap,6,1,0
revelatie,6,1,1
review,5,2,1
revisie,6,2,1
revolte,0,1,1
revolutie,646,29,1
revolutionair,12,34,0
revolver,651,92,1
revolverheld,38,9,0
rex,0,1,0
reçu,27,4,1
reïncarnatie,69,1,1
reünie,195,10,1
rib,92,281,0
ribbel,0,16,1
ribbenkast,29,2,0
ribbroek,2,4,0
ribonucleïnezuur,0,1,0
ribstuk,7,3,0
richel,128,3,1
richter,1,2,0
richting,2069,88,0
richtlijn,32,87,0
richtmicrofoon,1,1,1
ridder,561,354,1
riedel,1,1,1
riem,611,272,0
riemschijf,1,1,0
riet,36,1,0
rietdekker,4,3,1
rietje,108,42,1
rietveld,1,1,0
rif,99,22,0
rij,2293,217,0
rijbaan,17,4,0
rijbewijs,728,27,0
rijbroek,5,2,0
rijder,32,20,1
rijk,572,64,0
rijkaard,13,4,1
rijkdom,436,77,0
rijkeluiskind,7,11,0
rijksambtenaar,6,1,0
rijksgrens,0,1,0
rijksmark,2,1,0
rijkswachter,5,4,1
rijkunst,12,2,0
rijlaars,0,1,0
rijm,31,2,0
rijmpje,29,11,1
rijmschema,0,1,1
rijpaard,1,4,0
rijschool,6,1,0
rijstijl,31,1,0
rijstkorrel,2,4,1
rijstrook,11,4,0
rijstveld,12,14,0
rijtje,357,4,1
rijtjeshuis,5,2,0
rijtuig,168,16,0
rijverbod,0,1,0
rijweg,2,2,0
riksja,10,1,1
rilling,21,130,0
rimpel,35,118,1
rimpeling,4,7,0
ringetje,11,2,1
ringslang,3,1,0
rinkel,1,1,1
riolering,39,6,0
riool,220,53,0
rioolbuis,9,4,0
rioolgas,0,1,0
rioolput,6,1,0
rioolrat,14,1,0
ripper,4,1,1
risico,1931,626,1
risico-kind,0,1,0
risicofactor,12,3,0
risicogroep,3,1,0
rissole,0,2,1
rit,643,20,0
ritmestoornis,0,3,0
rits,172,11,0
ritselaar,37,9,1
ritssluiting,10,2,0
ritueel,292,143,0
rivaal,70,70,0
rivier,2285,173,0
rivierdal,0,1,0
rivierdijk,0,1,0
riviergeest,0,2,0
rivierkreeft,13,6,0
roadie,24,4,1
rob,2,2,1
robe,5,2,1
robijn,60,65,0
robotfoto,5,8,1
rocaille,0,1,1
rochel,5,1,1
rock,315,17,1
rocker,33,12,1
rockzanger,4,1,1
roddel,86,182,1
roddelaar,5,2,1
roddelblad,30,31,0
roddelrubriek,9,3,0
rodeo,106,6,1
rododendron,2,2,1
roe,6,6,1
roebel,17,9,1
roede,23,1,0
roedel,23,4,1
roeiboot,42,3,0
roeier,8,14,1
roeispaan,11,16,0
roeister,0,1,1
roek,2,1,0
roep,80,2,0
roepia,0,10,1
roeping,188,1,0
roerlijn,0,1,0
roerspaan,0,1,0
roetmop,23,4,0
roetsjbaan,6,1,0
rog,2,3,0
rok,315,59,0
rokje,75,32,1
roker,40,33,1
rokertje,10,4,1
rokkenjager,60,7,1
rol,2343,372,0
rolletje,106,71,1
rolgordijn,11,9,0
rollenspel,36,7,0
roller,15,11,1
rollerskate,0,1,1
rolluik,13,7,0
rolmops,2,1,0
rolpatroon,0,1,0
rolroer,1,1,0
rolschaats,5,53,0
rolschaatsbaan,6,1,0
rolstoel,366,26,0
rolstoelgebruiker,0,1,1
roltrap,40,6,0
roman,385,115,1
romannetje,7,11,1
romance,87,13,1
romanfiguur,0,1,0
romanschrijver,17,1,1
romanticus,90,13,0
romein,2,2,0
rommel,825,1,1
rommelmarkt,22,3,0
romp,277,7,0
rond,18,126,0
rondje,552,257,1
ronde,820,85,1
ronding,9,21,0
rondleiding,305,18,0
rondreis,34,2,0
rondrit,13,2,0
rondvaart,8,1,0
rondvlucht,4,1,0
rondvraag,4,1,0
rondweg,14,1,0
ronselaar,2,3,1
rontgenfoto,1,5,1
rood,4,3,0
roodhuid,17,25,0
roodkapje,0,1,1
roodvos,0,1,0
roofdier,104,126,0
roofmoord,20,1,0
roofoverval,45,7,0
roofridder,0,1,1
rooftocht,21,4,0
roofvogel,28,12,1
rooinek,2,1,0
rook,1162,2,0
rookbom,9,4,0
rookgewoonte,0,1,0
rookgordijn,48,4,0
rookgranaat,4,4,0
rookmelder,8,6,1
rookpluim,4,4,0
rookwolk,14,4,0
rookzuil,0,2,0
roomsoes,7,4,0
roos,475,540,0
roosje,17,5,1
rooster,319,33,1
roskam,2,2,0
rot,59,26,0
rotatie,24,2,1
rotje,18,21,1
rotonde,28,4,1
rotorblad,0,3,0
rots,602,448,0
rotsblok,19,15,0
rotsformatie,17,2,1
rotsluiter,0,1,1
rotspartij,1,2,0
rotspunt,4,1,0
rotsschildering,0,2,0
rotstekening,0,1,0
rotstuin,7,1,0
rotswand,19,5,0
rottingsproces,2,1,0
rotzak,925,215,0
route,879,100,1
routekaart,2,1,0
routine,320,12,1
routineonderzoek,17,1,0
routinezaak,2,1,0
routing,5,1,1
rouwcentrum,3,1,0
rouwdienst,7,1,0
rouwdrager,0,4,1
rouwkamer,16,3,1
rouwlint,0,1,0
rouwmantel,0,1,1
rover,70,98,1
royalist,2,6,0
royalty,3,22,1
rozenhoedje,0,1,1
rozenkrans,74,9,0
rozenstruik,19,9,0
rozentuin,25,2,0
rozet,0,1,0
rozijn,13,84,0
rubber,147,7,1
rubberboom,10,1,0
rubberboot,16,4,0
rubberhak,0,1,0
rubberplantage,1,1,1
rubriek,27,1,0
ruche,1,11,1
rudiment,0,1,0
rug,3528,239,0
ruggegraat,18,1,0
ruggemerg,2,1,0
ruggewervel,0,2,1
rugnummer,8,2,1
rugschild,0,5,0
rugspier,1,2,0
rugwervel,4,2,1
rugzak,331,35,0
ruiler,0,1,1
ruim,33,1,0
ruimtepak,14,12,0
ruimtependel,8,1,1
ruimtereis,13,9,0
ruimtesatelliet,1,1,0
ruimteschip,373,47,0
ruimtesonde,3,2,1
ruimtestation,46,30,1
ruimtevaarder,13,4,1
ruimtevaartuig,18,7,0
ruimtevlucht,3,3,0
ruimtevoertuig,0,2,0
ruimtewapen,0,1,1
ruimtewetenschap,0,1,0
ruin,5,1,0
ruine,0,36,1
ruitje,14,9,1
ruiter,110,133,1
ruiterstandbeeld,1,1,0
ruitewisser,0,1,1
ruk,233,16,0
rukwind,3,5,0
rul,0,1,0
rum,226,1,1
rum-cola,12,2,1
run,136,21,1
rund,146,24,0
runderlap,0,2,0
rune,4,17,0
runner,19,19,1
rups,47,23,0
rupsband,4,5,0
rus,8,17,0
rush,11,6,1
russofiel,0,1,0
rust,3107,2,0
rustdag,25,1,0
rusthuis,28,1,0
rustoord,8,1,0
rustplaats,92,2,0
ruziemaker,0,3,1
ruziezoeker,2,2,1
ruïne,46,98,1
röntgenapparaat,7,2,0
röntgenfoto,66,87,1
röntgenopname,1,1,0
sabel,51,30,1
sabotage,133,3,1
saboteur,26,20,1
sabra,0,7,1
sacrament,22,47,0
sadist,59,16,0
safari,72,5,1
safe,14,2,1
safeloket,1,1,0
saffie,18,6,1
saffier,23,33,0
sage,12,4,0
sak,0,16,1
salade,432,36,1
salamander,33,11,1
salami,73,1,1
salaris,560,26,0
saline,8,1,1
salon,218,12,1
salto,62,24,1
saluutschot,3,12,0
salvo,39,21,1
sambabal,0,3,0
samenkomst,60,8,0
samenleving,364,7,0
samenscholing,4,4,0
samenstelling,109,8,0
samentrekking,6,4,0
samenvatting,51,5,0
samenzweerder,16,61,1
samenzwering,364,26,0
samenzweringstheorie,6,4,0
sampan,3,1,1
sample,3,6,1
sanctie,9,28,1
sandaal,10,68,0
sandinist,0,5,0
sandwich,248,80,1
santje,2,2,1
sapje,38,7,1
sappe,0,30,0
sarcofaag,49,2,0
sardien,2,13,0
sardine,2,22,1
sardineblikje,0,1,1
sari,12,2,1
satan,34,1,1
satanist,10,21,0
satelliet,490,139,0
satellietfoto,7,25,1
satellietgegeven,0,1,1
satellietsignaal,1,1,0
satellietzender,5,1,1
sater,4,2,1
satire,30,4,1
satraap,1,1,0
satyr,3,1,1
satéstokje,1,1,1
saucijs,0,2,0
sauna,94,5,1
saus,418,16,0
sauspan,0,2,0
savanne,14,3,0
saxofonist,23,2,0
scalp,38,14,0
scalpeermes,0,1,0
scalpel,88,15,1
scanner,147,75,1
scarabee,9,1,0
scenario,228,31,1
scenarioschrijver,11,1,1
scene,153,8,1
scepter,90,6,1
scepticus,10,9,0
schaaf,8,2,0
schaafwond,14,32,0
schaakbord,23,1,0
schaakprobleem,1,2,0
schaakspel,28,2,0
schaakstuk,7,4,0
schaaktoernooi,3,3,0
schaakzet,1,4,0
schaal,425,46,0
schaaldier,10,34,0
schaalmodel,11,2,0
schaamluis,5,2,0
schaamtegevoelen,0,2,1
schaap,283,441,0
schaapje,8,26,1
schaapherder,24,6,1
schaapshond,4,4,0
schaats,23,30,0
schaatser,16,14,1
schaatsster,17,3,1
schacht,108,17,0
schadeclaim,12,14,1
schadepost,1,1,0
schaderapport,18,4,0
schadevergoeding,77,11,0
schaduwplant,0,2,0
schaduwzijde,6,3,0
schakel,407,17,1
schakelaar,200,43,1
schakelbord,17,1,0
schakeling,11,5,0
schaker,14,1,1
schakering,1,4,0
schamp,0,1,0
schandaal,304,53,0
schandelijkheid,0,1,0
schandknaap,6,5,0
schandpaal,23,1,0
schans,3,1,0
schap,16,36,0
schare,8,18,0
scharminkel,17,5,1
scharnier,12,27,0
scharniergewricht,0,2,0
scharrel,41,9,1
scharrelkip,2,2,0
scharreltje,8,5,1
schat,11174,186,0
schatbewaarder,3,1,1
schaterlach,2,1,0
schatgraver,6,3,1
schatkamer,36,1,1
schatkist,68,5,0
schatkistpromesse,0,2,1
schattebout,83,6,0
schatting,79,18,0
schavot,26,2,0
schavuit,29,7,0
schedel,633,70,1
schedelbreuk,19,1,0
